game_id,name,genre_name,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
122766,Pilgrims,Adventure,NULL,NULL,NULL,NULL,79.5428,15
122766,Pilgrims,Indie,NULL,NULL,NULL,NULL,79.5428,15
18139,Michael Jackson's Moonwalker,Shooter,10,NULL,NULL,NULL,66.2485,30
18139,Michael Jackson's Moonwalker,Platform,10,NULL,NULL,NULL,66.2485,30
18139,Michael Jackson's Moonwalker,Arcade,10,NULL,NULL,NULL,66.2485,30
1491,SimCity Societies,Simulator,6,NULL,66.6667,4,68.8345,14
1491,SimCity Societies,Strategy,6,NULL,66.6667,4,68.8345,14
5831,Far Cry Instincts,Shooter,5,NULL,80.0000,6,85.3205,17
5831,Far Cry Instincts,Adventure,5,NULL,80.0000,6,85.3205,17
6816,Knights of the Round,Role-playing (RPG),2,NULL,NULL,NULL,79.9257,19
6816,Knights of the Round,Adventure,2,NULL,NULL,NULL,79.9257,19
6816,Knights of the Round,Arcade,2,NULL,NULL,NULL,79.9257,19
1904,Europa Universalis IV,Simulator,68,NULL,85.0000,3,88.2493,118
1904,Europa Universalis IV,Strategy,68,NULL,85.0000,3,88.2493,118
2449,Lightning Returns: Final Fantasy XIII,Role-playing (RPG),23,2,70.0000,14,68.8056,72
7868,I am Bread,Platform,6,2,53.5714,7,53.1951,10
7868,I am Bread,Puzzle,6,2,53.5714,7,53.1951,10
7868,I am Bread,Simulator,6,2,53.5714,7,53.1951,10
7868,I am Bread,Adventure,6,2,53.5714,7,53.1951,10
7868,I am Bread,Indie,6,2,53.5714,7,53.1951,10
3202,Dungeon Defenders II,Role-playing (RPG),4,2,NULL,NULL,69.5449,17
3202,Dungeon Defenders II,Strategy,4,2,NULL,NULL,69.5449,17
3202,Dungeon Defenders II,Indie,4,2,NULL,NULL,69.5449,17
77631,Harry Potter: Hogwarts Mystery,Role-playing (RPG),9,2,32.5000,4,35.1611,16
77631,Harry Potter: Hogwarts Mystery,Adventure,9,2,32.5000,4,35.1611,16
9715,Castlevania: Lords of Shadow – Mirror of Fate HD,Platform,11,NULL,80.0000,1,71.6070,25
9715,Castlevania: Lords of Shadow – Mirror of Fate HD,Adventure,11,NULL,80.0000,1,71.6070,25
377,Metal Gear 2: Solid Snake,Adventure,19,NULL,NULL,NULL,81.4978,59
485,Silent Hill: Homecoming,Adventure,33,NULL,66.6667,4,66.6191,113
487,Silent Hill: Downpour,Adventure,18,NULL,69.8750,9,69.2855,50
11179,Skullgirls: 2nd Encore,Arcade,4,NULL,86.0000,6,73.7474,20
3241,Cookie Clicker,Simulator,4,NULL,85.0000,1,64.3556,26
3241,Cookie Clicker,Strategy,4,NULL,85.0000,1,64.3556,26
3241,Cookie Clicker,Indie,4,NULL,85.0000,1,64.3556,26
6929,Splatterhouse,Arcade,NULL,NULL,NULL,NULL,66.1587,15
144345,FortressOne,Shooter,13,1,NULL,NULL,99.0901,18
3126,Ultima Online,Role-playing (RPG),6,NULL,67.0000,1,98.7045,27
11631,HIVESWAP: Act 1,Puzzle,11,8,75.0000,1,99.1977,10
11631,HIVESWAP: Act 1,Role-playing (RPG),11,8,75.0000,1,99.1977,10
11631,HIVESWAP: Act 1,Adventure,11,8,75.0000,1,99.1977,10
11631,HIVESWAP: Act 1,Indie,11,8,75.0000,1,99.1977,10
9554,Mr. DO!,Adventure,2,NULL,80.0000,1,62.5154,10
9554,Mr. DO!,Arcade,2,NULL,80.0000,1,62.5154,10
7647,Yesterday,Role-playing (RPG),6,NULL,67.5000,2,68.0453,25
7647,Yesterday,Strategy,6,NULL,67.5000,2,68.0453,25
7647,Yesterday,Adventure,6,NULL,67.5000,2,68.0453,25
7647,Yesterday,Indie,6,NULL,67.5000,2,68.0453,25
18166,Rising Storm 2: Vietnam,Shooter,16,4,72.5000,3,70.0540,22
18166,Rising Storm 2: Vietnam,Simulator,16,4,72.5000,3,70.0540,22
18166,Rising Storm 2: Vietnam,Strategy,16,4,72.5000,3,70.0540,22
18166,Rising Storm 2: Vietnam,Indie,16,4,72.5000,3,70.0540,22
7220,Tron: Evolution,Platform,5,NULL,59.0000,7,60.4019,12
7220,Tron: Evolution,Puzzle,5,NULL,59.0000,7,60.4019,12
7220,Tron: Evolution,Adventure,5,NULL,59.0000,7,60.4019,12
15545,Vector,Platform,6,NULL,70.0000,1,69.4623,16
15545,Vector,Indie,6,NULL,70.0000,1,69.4623,16
15545,Vector,Arcade,6,NULL,70.0000,1,69.4623,16
221,Phantasmagoria,Adventure,13,NULL,60.0000,1,74.5535,29
10192,The Ultimate DOOM,Shooter,27,NULL,90.0000,1,87.8118,54
7232,Velvet Assassin,Shooter,6,NULL,54.0000,7,42.5978,15
10141,Snake II,Puzzle,7,NULL,NULL,NULL,80.1139,14
10141,Snake II,Arcade,7,NULL,NULL,NULL,80.1139,14
6204,Tony Hawk's Project 8,Sport,6,NULL,74.3333,6,72.7259,36
1293,Tom Clancy's Ghost Recon: Future Soldier,Shooter,33,NULL,74.6000,11,72.8586,73
1293,Tom Clancy's Ghost Recon: Future Soldier,Adventure,33,NULL,74.6000,11,72.8586,73
9683,Dungeon of the Endless,Platform,12,NULL,79.4444,10,78.6527,32
9683,Dungeon of the Endless,Role-playing (RPG),12,NULL,79.4444,10,78.6527,32
9683,Dungeon of the Endless,Strategy,12,NULL,79.4444,10,78.6527,32
9683,Dungeon of the Endless,Adventure,12,NULL,79.4444,10,78.6527,32
9683,Dungeon of the Endless,Indie,12,NULL,79.4444,10,78.6527,32
471,Crysis 2,Shooter,148,NULL,86.5000,12,77.5721,430
471,Crysis 2,Adventure,148,NULL,86.5000,12,77.5721,430
1268,Crysis 3,Shooter,98,NULL,74.0000,17,74.4757,257
1268,Crysis 3,Strategy,98,NULL,74.0000,17,74.4757,257
1268,Crysis 3,Adventure,98,NULL,74.0000,17,74.4757,257
6802,Chase H.Q.,Arcade,1,NULL,NULL,NULL,67.4953,13
18872,Championship Manager: Season 99/00,Sport,2,NULL,90.0000,1,89.8586,10
5577,LYNE,Puzzle,7,NULL,NULL,NULL,56.3680,17
5577,LYNE,Indie,7,NULL,NULL,NULL,56.3680,17
35289,No Time To Explain Remastered,Adventure,4,NULL,NULL,NULL,57.3424,14
35289,No Time To Explain Remastered,Indie,4,NULL,NULL,NULL,57.3424,14
9180,Victor Vran,Role-playing (RPG),11,2,72.0000,7,64.1926,33
9180,Victor Vran,Adventure,11,2,72.0000,7,64.1926,33
9180,Victor Vran,Indie,11,2,72.0000,7,64.1926,33
7689,Batman: Arkham Origins Blackgate,Shooter,12,NULL,73.4000,5,69.2162,36
7689,Batman: Arkham Origins Blackgate,Adventure,12,NULL,73.4000,5,69.2162,36
3332,Vigilante 8,Shooter,10,NULL,40.0000,1,69.3925,42
17555,Black The Fall,Platform,7,NULL,71.2500,7,71.9692,19
17555,Black The Fall,Puzzle,7,NULL,71.2500,7,71.9692,19
17555,Black The Fall,Adventure,7,NULL,71.2500,7,71.9692,19
17555,Black The Fall,Indie,7,NULL,71.2500,7,71.9692,19
8702,Dreaming Sarah,Platform,3,NULL,NULL,NULL,54.7097,11
8702,Dreaming Sarah,Puzzle,3,NULL,NULL,NULL,54.7097,11
8702,Dreaming Sarah,Adventure,3,NULL,NULL,NULL,54.7097,11
8702,Dreaming Sarah,Indie,3,NULL,NULL,NULL,54.7097,11
13204,Pathologic Classic HD,Role-playing (RPG),3,NULL,74.0000,1,62.5363,19
13204,Pathologic Classic HD,Adventure,3,NULL,74.0000,1,62.5363,19
13204,Pathologic Classic HD,Indie,3,NULL,74.0000,1,62.5363,19
1335,Natural Selection 2,Shooter,10,NULL,85.0000,2,77.8098,23
1335,Natural Selection 2,Strategy,10,NULL,85.0000,2,77.8098,23
1335,Natural Selection 2,Indie,10,NULL,85.0000,2,77.8098,23
118645,She Sees Red,Adventure,1,NULL,NULL,NULL,70.0423,12
118645,She Sees Red,Indie,1,NULL,NULL,NULL,70.0423,12
27367,Yoku's Island Express,Platform,22,2,84.5000,11,83.7860,58
27367,Yoku's Island Express,Puzzle,22,2,84.5000,11,83.7860,58
27367,Yoku's Island Express,Adventure,22,2,84.5000,11,83.7860,58
27367,Yoku's Island Express,Indie,22,2,84.5000,11,83.7860,58
27367,Yoku's Island Express,Arcade,22,2,84.5000,11,83.7860,58
26193,Uncharted: The Lost Legacy,Shooter,165,13,86.7727,25,84.0016,325
26193,Uncharted: The Lost Legacy,Adventure,165,13,86.7727,25,84.0016,325
1875,Toribash,Simulator,6,NULL,NULL,NULL,68.5860,12
1875,Toribash,Strategy,6,NULL,NULL,NULL,68.5860,12
1875,Toribash,Indie,6,NULL,NULL,NULL,68.5860,12
7331,Uncharted 4: A Thief's End,Shooter,631,64,93.2400,26,91.6326,1531
7331,Uncharted 4: A Thief's End,Adventure,631,64,93.2400,26,91.6326,1531
14386,Metal Warriors,Shooter,2,NULL,NULL,NULL,79.9652,10
14386,Metal Warriors,Platform,2,NULL,NULL,NULL,79.9652,10
21429,Vikings: Wolves of Midgard,Role-playing (RPG),16,3,67.5000,6,67.6627,15
28545,Rabi-Ribi,Platform,6,NULL,85.2500,4,80.1931,14
28545,Rabi-Ribi,Role-playing (RPG),6,NULL,85.2500,4,80.1931,14
28545,Rabi-Ribi,Adventure,6,NULL,85.2500,4,80.1931,14
28545,Rabi-Ribi,Indie,6,NULL,85.2500,4,80.1931,14
2732,Hexic HD,Puzzle,3,NULL,85.0000,2,59.8882,20
832,Planescape: Torment,Role-playing (RPG),98,NULL,70.0000,2,90.6645,242
832,Planescape: Torment,Strategy,98,NULL,70.0000,2,90.6645,242
13,Fallout,Role-playing (RPG),202,NULL,NULL,NULL,86.4505,443
36798,The Swords of Ditto,Role-playing (RPG),27,4,72.5556,10,67.4573,12
36798,The Swords of Ditto,Adventure,27,4,72.5556,10,67.4573,12
36798,The Swords of Ditto,Indie,27,4,72.5556,10,67.4573,12
54844,Ion Fury,Shooter,9,2,84.0000,8,78.2644,19
54844,Ion Fury,Indie,9,2,84.0000,8,78.2644,19
1121,Watch_Dogs,Shooter,269,47,81.0952,23,73.3659,730
1121,Watch_Dogs,Adventure,269,47,81.0952,23,73.3659,730
21767,The Count Lucanor,Role-playing (RPG),2,NULL,83.3333,3,44.5468,12
21767,The Count Lucanor,Adventure,2,NULL,83.3333,3,44.5468,12
21767,The Count Lucanor,Indie,2,NULL,83.3333,3,44.5468,12
1162,Tomb Raider: Anniversary,Shooter,55,NULL,69.0000,8,77.6424,163
1162,Tomb Raider: Anniversary,Platform,55,NULL,69.0000,8,77.6424,163
1162,Tomb Raider: Anniversary,Adventure,55,NULL,69.0000,8,77.6424,163
100562,198X,Adventure,5,NULL,70.0000,3,82.0754,17
100562,198X,Indie,5,NULL,70.0000,3,82.0754,17
100562,198X,Arcade,5,NULL,70.0000,3,82.0754,17
41,Deus Ex,Shooter,295,NULL,90.5000,3,88.1455,622
41,Deus Ex,Role-playing (RPG),295,NULL,90.5000,3,88.1455,622
3839,Contrast,Platform,17,NULL,56.6667,6,52.4264,65
3839,Contrast,Puzzle,17,NULL,56.6667,6,52.4264,65
3839,Contrast,Adventure,17,NULL,56.6667,6,52.4264,65
3839,Contrast,Indie,17,NULL,56.6667,6,52.4264,65
4479,Snake Rattle N Roll,Platform,2,NULL,NULL,NULL,76.2578,14
107187,Inmost,Platform,3,6,80.0000,1,78.2725,17
107187,Inmost,Puzzle,3,6,80.0000,1,78.2725,17
107187,Inmost,Adventure,3,6,80.0000,1,78.2725,17
107187,Inmost,Indie,3,6,80.0000,1,78.2725,17
583,2002 FIFA World Cup,Sport,5,NULL,67.0000,2,63.6645,35
474,Metal Gear Solid 2: Substance,Shooter,45,NULL,80.0000,4,87.7980,106
474,Metal Gear Solid 2: Substance,Adventure,45,NULL,80.0000,4,87.7980,106
34894,Crossout,Shooter,21,NULL,65.0000,2,58.2006,23
103298,DOOM Eternal,Shooter,154,124,86.0714,18,84.1727,279
846,Red Faction: Guerrilla,Shooter,47,NULL,82.1667,10,75.6028,105
846,Red Faction: Guerrilla,Adventure,47,NULL,82.1667,10,75.6028,105
41047,Gorn,Simulator,2,NULL,73.4000,5,80.0040,10
41047,Gorn,Indie,2,NULL,73.4000,5,80.0040,10
1271,Ōkami,Role-playing (RPG),82,NULL,89.6000,8,87.0625,185
1271,Ōkami,Adventure,82,NULL,89.6000,8,87.0625,185
19564,Death Stranding,Shooter,260,172,84.4118,19,87.9594,334
19564,Death Stranding,Adventure,260,172,84.4118,19,87.9594,334
11078,Shantae: Half-Genie Hero,Platform,28,2,80.7500,17,81.0593,43
11078,Shantae: Half-Genie Hero,Adventure,28,2,80.7500,17,81.0593,43
11078,Shantae: Half-Genie Hero,Indie,28,2,80.7500,17,81.0593,43
5871,Jurassic Park: Operation Genesis,Simulator,40,1,74.0000,5,73.1091,33
5871,Jurassic Park: Operation Genesis,Strategy,40,1,74.0000,5,73.1091,33
76,Dragon Age: Origins,Role-playing (RPG),441,NULL,90.2000,14,87.0900,1190
1887,Dragon Age: Inquisition,Role-playing (RPG),342,9,87.9375,19,83.4281,816
1887,Dragon Age: Inquisition,Adventure,342,9,87.9375,19,83.4281,816
23319,Shutshimi,Shooter,3,NULL,65.0000,2,66.0718,11
23319,Shutshimi,Adventure,3,NULL,65.0000,2,66.0718,11
23319,Shutshimi,Indie,3,NULL,65.0000,2,66.0718,11
23319,Shutshimi,Arcade,3,NULL,65.0000,2,66.0718,11
1530,Jak 3,Shooter,41,NULL,70.0000,3,75.5653,124
1530,Jak 3,Platform,41,NULL,70.0000,3,75.5653,124
1530,Jak 3,Adventure,41,NULL,70.0000,3,75.5653,124
3020,Shadowrun Returns,Role-playing (RPG),54,NULL,72.5000,11,76.1489,121
3020,Shadowrun Returns,Strategy,54,NULL,72.5000,11,76.1489,121
3020,Shadowrun Returns,Adventure,54,NULL,72.5000,11,76.1489,121
3020,Shadowrun Returns,Indie,54,NULL,72.5000,11,76.1489,121
1528,Jak and Daxter: The Precursor Legacy,Platform,59,NULL,90.0000,1,80.0784,206
1528,Jak and Daxter: The Precursor Legacy,Adventure,59,NULL,90.0000,1,80.0784,206
25656,Senran Kagura: Peach Beach Splash,Shooter,5,NULL,76.0000,10,59.9817,5
9642,MLB 14: The Show,Sport,3,NULL,82.5000,15,NULL,NULL
7291,Hunt: Showdown,Shooter,48,18,74.8000,6,74.9127,42
7291,Hunt: Showdown,Simulator,48,18,74.8000,6,74.9127,42
1893,Quest for Glory: So You Want to Be a Hero,Role-playing (RPG),5,NULL,NULL,NULL,77.7492,15
1893,Quest for Glory: So You Want to Be a Hero,Adventure,5,NULL,NULL,NULL,77.7492,15
143615,Knockout City,Shooter,9,NULL,86.0000,11,76.5412,23
143615,Knockout City,Sport,9,NULL,86.0000,11,76.5412,23
143615,Knockout City,Adventure,9,NULL,86.0000,11,76.5412,23
143615,Knockout City,Indie,9,NULL,86.0000,11,76.5412,23
4043,NHL 2005,Simulator,1,NULL,75.0000,2,88.0847,11
4043,NHL 2005,Sport,1,NULL,75.0000,2,88.0847,11
103283,The Awesome Adventures of Captain Spirit,Adventure,34,6,81.2857,9,76.2527,118
62151,Life is Strange 2,Adventure,59,15,82.0000,7,76.5396,137
3583,Rampage 2: Universal Tour,Arcade,3,NULL,42.0000,2,59.5144,13
9577,Persona 3,Role-playing (RPG),28,NULL,90.0000,5,91.5054,84
9577,Persona 3,Simulator,28,NULL,90.0000,5,91.5054,84
19531,Prey,Shooter,254,49,75.8125,19,79.5338,367
19531,Prey,Adventure,254,49,75.8125,19,79.5338,367
15910,Story of Seasons: Trio of Towns,Role-playing (RPG),2,NULL,78.7692,14,80.9212,6
15910,Story of Seasons: Trio of Towns,Simulator,2,NULL,78.7692,14,80.9212,6
27028,Deemo,Adventure,5,NULL,NULL,NULL,85.5461,12
16033,Vectorman,Platform,3,NULL,NULL,NULL,80.2270,26
16033,Vectorman,Adventure,3,NULL,NULL,NULL,80.2270,26
16033,Vectorman,Arcade,3,NULL,NULL,NULL,80.2270,26
853,Sacrifice,Strategy,10,NULL,60.0000,1,81.4604,18
2971,Lineage 2,Role-playing (RPG),17,NULL,80.0000,1,72.7557,39
2971,Lineage 2,Adventure,17,NULL,80.0000,1,72.7557,39
553,Spider-Man: Shattered Dimensions,Platform,33,NULL,74.0000,13,72.2512,85
553,Spider-Man: Shattered Dimensions,Adventure,33,NULL,74.0000,13,72.2512,85
84799,Punch-Out!!,Sport,3,NULL,NULL,NULL,80.3178,16
84799,Punch-Out!!,Arcade,3,NULL,NULL,NULL,80.3178,16
135,Devil May Cry 2,Adventure,28,NULL,49.6000,7,56.0952,151
2682,LEGO Star Wars: The Complete Saga,Adventure,57,NULL,85.0000,2,82.6372,250
2738,LEGO Batman: The Video Game,Adventure,44,NULL,75.7500,7,72.7414,151
2539,Alpha Protocol,Shooter,31,NULL,59.1429,9,74.6819,106
2539,Alpha Protocol,Role-playing (RPG),31,NULL,59.1429,9,74.6819,106
2063,Yakuza 5,Adventure,18,NULL,84.3333,8,81.4414,22
2061,Yakuza 3,Role-playing (RPG),20,NULL,79.6000,8,81.6410,46
2061,Yakuza 3,Simulator,20,NULL,79.6000,8,81.6410,46
2061,Yakuza 3,Adventure,20,NULL,79.6000,8,81.6410,46
22844,The Last Blade,Arcade,2,NULL,70.0000,2,70.2748,14
11798,Evoland 2,Platform,12,NULL,78.3333,3,80.1212,25
11798,Evoland 2,Role-playing (RPG),12,NULL,78.3333,3,80.1212,25
11798,Evoland 2,Strategy,12,NULL,78.3333,3,80.1212,25
11798,Evoland 2,Adventure,12,NULL,78.3333,3,80.1212,25
11798,Evoland 2,Indie,12,NULL,78.3333,3,80.1212,25
8191,Final DOOM,Shooter,15,NULL,70.0000,1,78.4129,32
8001,TOCA 2: Touring Car Challenge,Sport,7,NULL,NULL,NULL,81.3051,16
19696,Worms W.M.D,Strategy,17,NULL,79.1429,16,74.9524,34
55090,Yakuza Kiwami 2,Role-playing (RPG),20,1,85.8182,12,86.7135,74
55090,Yakuza Kiwami 2,Adventure,20,1,85.8182,12,86.7135,74
1212,Tales of Xillia,Role-playing (RPG),19,NULL,76.0000,7,79.6204,45
116634,Beyond a Steel Sky,Puzzle,6,2,76.2000,6,68.7935,12
116634,Beyond a Steel Sky,Adventure,6,2,76.2000,6,68.7935,12
116634,Beyond a Steel Sky,Indie,6,2,76.2000,6,68.7935,12
21032,Ys I & II Chronicles+,Role-playing (RPG),5,1,60.0000,1,70.0690,15
21032,Ys I & II Chronicles+,Adventure,5,1,60.0000,1,70.0690,15
3761,Call of Duty: Finest Hour,Shooter,5,NULL,81.6000,7,62.3659,36
19589,Space Funeral,Role-playing (RPG),2,NULL,NULL,NULL,74.4753,10
19589,Space Funeral,Indie,2,NULL,NULL,NULL,74.4753,10
1924,Police Quest: In Pursuit of the Death Angel,Adventure,2,NULL,NULL,NULL,60.0125,12
25081,Darksiders: Warmastered Edition,Role-playing (RPG),32,NULL,81.0000,12,78.3630,70
25081,Darksiders: Warmastered Edition,Adventure,32,NULL,81.0000,12,78.3630,70
9201,Yet Another Zombie Defense,Shooter,2,NULL,NULL,NULL,21.3271,12
9201,Yet Another Zombie Defense,Strategy,2,NULL,NULL,NULL,21.3271,12
9201,Yet Another Zombie Defense,Indie,2,NULL,NULL,NULL,21.3271,12
9201,Yet Another Zombie Defense,Arcade,2,NULL,NULL,NULL,21.3271,12
1287,The Legend of Kyrandia 3: Malcolm's Revenge,Adventure,3,NULL,NULL,NULL,62.4252,11
11077,LEGO Dimensions,Puzzle,5,2,76.5833,16,71.9962,11
11077,LEGO Dimensions,Adventure,5,2,76.5833,16,71.9962,11
10388,Legends of Eisenwald,Role-playing (RPG),3,NULL,67.5000,2,66.8135,10
10388,Legends of Eisenwald,Strategy,3,NULL,67.5000,2,66.8135,10
10388,Legends of Eisenwald,Adventure,3,NULL,67.5000,2,66.8135,10
10388,Legends of Eisenwald,Indie,3,NULL,67.5000,2,66.8135,10
122666,Teardown,Puzzle,3,5,NULL,NULL,73.5405,10
122666,Teardown,Simulator,3,5,NULL,NULL,73.5405,10
122666,Teardown,Strategy,3,5,NULL,NULL,73.5405,10
122666,Teardown,Indie,3,5,NULL,NULL,73.5405,10
142803,Diablo II: Resurrected,Role-playing (RPG),8,10,80.4545,13,94.1541,20
142803,Diablo II: Resurrected,Adventure,8,10,80.4545,13,94.1541,20
2157,Lego Rock Raiders,Simulator,6,NULL,NULL,NULL,78.2769,13
2157,Lego Rock Raiders,Strategy,6,NULL,NULL,NULL,78.2769,13
2157,Lego Rock Raiders,Adventure,6,NULL,NULL,NULL,78.2769,13
1209,Tales of Vesperia,Role-playing (RPG),15,NULL,80.2000,7,81.0668,40
8479,Naruto Shippuden: Ultimate Ninja Storm Revolution,Adventure,21,NULL,65.6000,6,66.3000,64
5575,FIFA Street,Sport,4,NULL,NULL,NULL,61.0855,35
294,Hidden & Dangerous,Shooter,8,NULL,NULL,NULL,79.6669,26
294,Hidden & Dangerous,Strategy,8,NULL,NULL,NULL,79.6669,26
294,Hidden & Dangerous,Adventure,8,NULL,NULL,NULL,79.6669,26
4415,Magic Carpet,Shooter,5,NULL,75.0000,1,80.0868,18
8050,Tiny Toon Adventures: Buster Busts Loose!,Platform,7,NULL,NULL,NULL,76.7641,20
8050,Tiny Toon Adventures: Buster Busts Loose!,Sport,7,NULL,NULL,NULL,76.7641,20
75184,Superflight,Simulator,9,NULL,NULL,NULL,71.4150,15
75184,Superflight,Sport,9,NULL,NULL,NULL,71.4150,15
75184,Superflight,Indie,9,NULL,NULL,NULL,71.4150,15
542,Lego Pirates of the Caribbean,Puzzle,27,NULL,70.6000,7,76.3714,65
542,Lego Pirates of the Caribbean,Adventure,27,NULL,70.6000,7,76.3714,65
5294,WWE '12,Sport,9,NULL,75.0000,5,79.7419,21
75234,Guacamelee! 2,Platform,18,4,84.0000,15,80.8378,58
75234,Guacamelee! 2,Adventure,18,4,84.0000,15,80.8378,58
75234,Guacamelee! 2,Indie,18,4,84.0000,15,80.8378,58
7610,Game of Thrones: A Telltale Games Series,Adventure,94,1,75.0196,59,70.0560,264
5295,WWE '13,Platform,11,NULL,73.3333,8,76.5753,24
5295,WWE '13,Sport,11,NULL,73.3333,8,76.5753,24
5295,WWE '13,Strategy,11,NULL,73.3333,8,76.5753,24
17696,Magic Duels,Strategy,5,NULL,70.0000,1,80.7389,17
5297,WWE 2K14,Sport,9,NULL,73.1111,9,76.7197,16
4602,Karateka,Indie,5,NULL,70.0000,2,68.7759,14
5612,Lego Island,Adventure,5,1,NULL,NULL,70.1081,13
2601,Aegis Wing,Shooter,NULL,NULL,NULL,NULL,59.5955,11
2601,Aegis Wing,Adventure,NULL,NULL,NULL,NULL,59.5955,11
6013,RoboCop,Shooter,2,NULL,NULL,NULL,67.6128,28
6013,RoboCop,Platform,2,NULL,NULL,NULL,67.6128,28
6013,RoboCop,Arcade,2,NULL,NULL,NULL,67.6128,28
8765,The Witcher: Adventure Game,Strategy,10,NULL,73.6667,3,56.0411,18
8765,The Witcher: Adventure Game,Adventure,10,NULL,73.6667,3,56.0411,18
7846,WWE 2K15,Simulator,8,NULL,53.0667,15,49.3656,36
7846,WWE 2K15,Sport,8,NULL,53.0667,15,49.3656,36
80852,WWE Smackdown! vs. Raw,Sport,9,NULL,NULL,NULL,79.2385,20
7168,The Dark Eye: Memoria,Puzzle,9,NULL,76.6667,3,80.6524,24
7168,The Dark Eye: Memoria,Adventure,9,NULL,76.6667,3,80.6524,24
7168,The Dark Eye: Memoria,Indie,9,NULL,76.6667,3,80.6524,24
7252,WWE SmackDown vs. Raw 2007,Sport,16,NULL,78.0000,9,78.8688,39
17224,Deponia: The Complete Journey,Puzzle,10,NULL,NULL,NULL,87.1336,26
17224,Deponia: The Complete Journey,Adventure,10,NULL,NULL,NULL,87.1336,26
17224,Deponia: The Complete Journey,Indie,10,NULL,NULL,NULL,87.1336,26
18323,WWE SmackDown! vs. Raw 2006,Sport,11,NULL,80.0000,7,64.7700,35
8319,Gunman Chronicles,Shooter,9,NULL,80.0000,1,75.5198,15
42604,Joe & Mac 2: Lost in the Tropics,Platform,1,NULL,NULL,NULL,65.2008,10
10039,Superfighters Deluxe,Shooter,420,38,NULL,NULL,95.3650,80
10039,Superfighters Deluxe,Platform,420,38,NULL,NULL,95.3650,80
10039,Superfighters Deluxe,Indie,420,38,NULL,NULL,95.3650,80
133040,Cryptoman,Arcade,4,NULL,NULL,NULL,86.6767,23
5300,WWE SmackDown vs. Raw 2010,Sport,16,NULL,65.0000,5,66.4000,34
7146,The Dark Eye: Chains of Satinav,Puzzle,7,NULL,NULL,NULL,76.7180,24
7146,The Dark Eye: Chains of Satinav,Role-playing (RPG),7,NULL,NULL,NULL,76.7180,24
7146,The Dark Eye: Chains of Satinav,Adventure,7,NULL,NULL,NULL,76.7180,24
7146,The Dark Eye: Chains of Satinav,Indie,7,NULL,NULL,NULL,76.7180,24
100761,DISTRAINT: Deluxe Edition,Puzzle,2,1,0.0000,1,59.3880,11
100761,DISTRAINT: Deluxe Edition,Adventure,2,1,0.0000,1,59.3880,11
31558,WWE 2K18,Simulator,38,21,67.5385,14,63.1613,32
31558,WWE 2K18,Sport,38,21,67.5385,14,63.1613,32
3234,Arcania: Gothic 4,Role-playing (RPG),11,NULL,64.0000,7,44.1236,47
138,LEGO Indiana Jones 2: The Adventure Continues,Platform,18,NULL,75.0000,5,66.2268,49
138,LEGO Indiana Jones 2: The Adventure Continues,Puzzle,18,NULL,75.0000,5,66.2268,49
138,LEGO Indiana Jones 2: The Adventure Continues,Adventure,18,NULL,75.0000,5,66.2268,49
132050,Mortal Shell,Role-playing (RPG),19,5,75.2500,10,77.2163,33
132050,Mortal Shell,Indie,19,5,75.2500,10,77.2163,33
19516,WWE 2K17,Simulator,11,1,60.8333,14,68.4223,24
19516,WWE 2K17,Sport,11,1,60.8333,14,68.4223,24
5299,WWE SmackDown vs. Raw 2009,Sport,9,NULL,65.5556,10,69.5164,24
6611,Botanicula,Puzzle,38,NULL,82.3333,3,77.7051,91
6611,Botanicula,Adventure,38,NULL,82.3333,3,77.7051,91
6611,Botanicula,Indie,38,NULL,82.3333,3,77.7051,91
2614,Constructor,Simulator,8,NULL,NULL,NULL,78.7043,15
2614,Constructor,Strategy,8,NULL,NULL,NULL,78.7043,15
11058,Skylanders: SuperChargers,Platform,NULL,NULL,79.0000,12,69.0000,4
11058,Skylanders: SuperChargers,Adventure,NULL,NULL,79.0000,12,69.0000,4
18149,Jotun: Valhalla Edition,Adventure,15,3,75.4000,11,78.6130,19
18149,Jotun: Valhalla Edition,Indie,15,3,75.4000,11,78.6130,19
6443,WWF SmackDown!,Sport,7,NULL,NULL,NULL,66.9595,26
6444,WWF SmackDown! 2: Know Your Role,Sport,9,NULL,NULL,NULL,68.4449,25
4988,Madden NFL 13,Sport,3,NULL,79.6923,15,69.9274,9
351,Battlefield 1943,Shooter,10,NULL,85.0000,7,72.0146,40
9805,Ogre Battle: The March of the Black Queen,Role-playing (RPG),4,NULL,NULL,NULL,72.4513,11
9805,Ogre Battle: The March of the Black Queen,Strategy,4,NULL,NULL,NULL,72.4513,11
9805,Ogre Battle: The March of the Black Queen,Adventure,4,NULL,NULL,NULL,72.4513,11
9061,Cuphead,Shooter,355,98,86.8824,21,85.9106,496
9061,Cuphead,Platform,355,98,86.8824,21,85.9106,496
9061,Cuphead,Adventure,355,98,86.8824,21,85.9106,496
9061,Cuphead,Indie,355,98,86.8824,21,85.9106,496
9061,Cuphead,Arcade,355,98,86.8824,21,85.9106,496
7047,The Last Remnant,Role-playing (RPG),11,NULL,56.5000,4,64.6268,16
7047,The Last Remnant,Strategy,11,NULL,56.5000,4,64.6268,16
