game_id,name,platform_name,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
6441,BlazBlue: Calamity Trigger,Arcade,13,NULL,73.3333,6,76.7391,37
4101,Second Sight,PC (Microsoft Windows),19,NULL,72.6000,5,80.3857,27
9591,AdVenture Capitalist,PC (Microsoft Windows),20,NULL,70.0000,1,63.8886,68
9591,AdVenture Capitalist,Android,20,NULL,70.0000,1,63.8886,68
9591,AdVenture Capitalist,iOS,20,NULL,70.0000,1,63.8886,68
9591,AdVenture Capitalist,PlayStation 4,20,NULL,70.0000,1,63.8886,68
4484,Klax,Arcade,1,NULL,NULL,NULL,59.9428,12
438,Rome: Total War,PC (Microsoft Windows),85,NULL,91.0000,3,82.1607,231
438,Rome: Total War,Mac,85,NULL,91.0000,3,82.1607,231
438,Rome: Total War,iOS,85,NULL,91.0000,3,82.1607,231
560,Aliens vs. Predator,PC (Microsoft Windows),32,NULL,74.0000,6,68.4100,112
560,Aliens vs. Predator,PlayStation 3,32,NULL,74.0000,6,68.4100,112
9143,Guilty Gear X2 #Reload,PC (Microsoft Windows),3,NULL,60.0000,2,95.7494,18
9143,Guilty Gear X2 #Reload,Arcade,3,NULL,60.0000,2,95.7494,18
285,Railroad Tycoon II,Linux,9,NULL,NULL,NULL,85.4643,15
285,Railroad Tycoon II,PC (Microsoft Windows),9,NULL,NULL,NULL,85.4643,15
285,Railroad Tycoon II,Mac,9,NULL,NULL,NULL,85.4643,15
11052,Kung Fury: Street Rage,PC (Microsoft Windows),7,NULL,39.0000,1,61.5234,26
11052,Kung Fury: Street Rage,Android,7,NULL,39.0000,1,61.5234,26
11052,Kung Fury: Street Rage,iOS,7,NULL,39.0000,1,61.5234,26
11052,Kung Fury: Street Rage,PlayStation 4,7,NULL,39.0000,1,61.5234,26
4180,Star Wars: Bounty Hunter,PlayStation 3,7,NULL,60.0000,1,63.8164,16
4180,Star Wars: Bounty Hunter,PlayStation 4,7,NULL,60.0000,1,63.8164,16
4238,Super Street Fighter II Turbo,Arcade,7,NULL,NULL,NULL,83.1654,41
5635,Ridiculous Fishing,Android,7,NULL,80.0000,1,77.5236,14
5635,Ridiculous Fishing,iOS,7,NULL,80.0000,1,77.5236,14
6738,Half-Life: Decay,PC (Microsoft Windows),9,NULL,NULL,NULL,70.0300,12
55092,Secret of Mana,PC (Microsoft Windows),41,4,68.0000,10,65.2475,16
55092,Secret of Mana,PlayStation 4,41,4,68.0000,10,65.2475,16
8587,Uplink,Linux,10,NULL,70.0000,2,79.4160,16
8587,Uplink,PC (Microsoft Windows),10,NULL,70.0000,2,79.4160,16
8587,Uplink,Mac,10,NULL,70.0000,2,79.4160,16
8587,Uplink,Android,10,NULL,70.0000,2,79.4160,16
8587,Uplink,iOS,10,NULL,70.0000,2,79.4160,16
26673,OMORI,PC (Microsoft Windows),19,4,82.5000,2,88.4313,38
26673,OMORI,Mac,19,4,82.5000,2,88.4313,38
26673,OMORI,PlayStation 4,19,4,82.5000,2,88.4313,38
26673,OMORI,Xbox One,19,4,82.5000,2,88.4313,38
26673,OMORI,Nintendo Switch,19,4,82.5000,2,88.4313,38
29004,Life is Strange: Before the Storm,Linux,156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,PC (Microsoft Windows),156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,Mac,156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,Android,156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,iOS,156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,PlayStation 4,156,20,77.0541,11,74.7472,299
29004,Life is Strange: Before the Storm,Xbox One,156,20,77.0541,11,74.7472,299
18167,Hello Neighbor,PC (Microsoft Windows),370,199,36.7500,10,38.8537,47
18167,Hello Neighbor,Android,370,199,36.7500,10,38.8537,47
18167,Hello Neighbor,iOS,370,199,36.7500,10,38.8537,47
18167,Hello Neighbor,PlayStation 4,370,199,36.7500,10,38.8537,47
18167,Hello Neighbor,Xbox One,370,199,36.7500,10,38.8537,47
18167,Hello Neighbor,Nintendo Switch,370,199,36.7500,10,38.8537,47
1908,Neverwinter,PC (Microsoft Windows),20,NULL,73.1818,13,64.1777,47
1908,Neverwinter,PlayStation 4,20,NULL,73.1818,13,64.1777,47
1908,Neverwinter,Xbox One,20,NULL,73.1818,13,64.1777,47
8986,The Legend of Heroes: Trails in the Sky,PC (Microsoft Windows),20,NULL,85.0000,5,87.7394,46
8986,The Legend of Heroes: Trails in the Sky,PlayStation 3,20,NULL,85.0000,5,87.7394,46
885,Super Meat Boy,Linux,263,NULL,85.2500,8,84.0152,656
885,Super Meat Boy,PC (Microsoft Windows),263,NULL,85.2500,8,84.0152,656
885,Super Meat Boy,Mac,263,NULL,85.2500,8,84.0152,656
885,Super Meat Boy,PlayStation 4,263,NULL,85.2500,8,84.0152,656
885,Super Meat Boy,Nintendo Switch,263,NULL,85.2500,8,84.0152,656
11238,"Cook, Serve, Delicious!",Linux,11,NULL,NULL,NULL,83.7414,27
11238,"Cook, Serve, Delicious!",PC (Microsoft Windows),11,NULL,NULL,NULL,83.7414,27
11238,"Cook, Serve, Delicious!",Mac,11,NULL,NULL,NULL,83.7414,27
10832,Sine Mora,PC (Microsoft Windows),9,NULL,85.0000,8,83.6352,15
10832,Sine Mora,PlayStation 3,9,NULL,85.0000,8,83.6352,15
10832,Sine Mora,Android,9,NULL,85.0000,8,83.6352,15
10832,Sine Mora,iOS,9,NULL,85.0000,8,83.6352,15
27666,Sine Mora EX,PC (Microsoft Windows),4,NULL,77.4000,5,70.8455,12
27666,Sine Mora EX,PlayStation 4,4,NULL,77.4000,5,70.8455,12
27666,Sine Mora EX,Xbox One,4,NULL,77.4000,5,70.8455,12
27666,Sine Mora EX,Nintendo Switch,4,NULL,77.4000,5,70.8455,12
244,The Bureau: XCOM Declassified,PC (Microsoft Windows),25,NULL,69.2000,11,57.8877,66
244,The Bureau: XCOM Declassified,PlayStation 3,25,NULL,69.2000,11,57.8877,66
4847,Lords of the Fallen,PC (Microsoft Windows),55,8,69.3333,13,67.8133,110
4847,Lords of the Fallen,PlayStation 4,55,8,69.3333,13,67.8133,110
4847,Lords of the Fallen,Xbox One,55,8,69.3333,13,67.8133,110
15851,Score! Hero,Android,4,NULL,NULL,NULL,75.5324,21
15851,Score! Hero,iOS,4,NULL,NULL,NULL,75.5324,21
24598,MARVEL Future Fight,Android,8,NULL,65.0000,1,69.7698,13
24598,MARVEL Future Fight,iOS,8,NULL,65.0000,1,69.7698,13
625,Call of Duty: World at War,PC (Microsoft Windows),161,NULL,80.0000,9,75.1811,599
625,Call of Duty: World at War,PlayStation 3,161,NULL,80.0000,9,75.1811,599
7728,Sonic The Fighters,PlayStation 3,1,NULL,NULL,NULL,44.5254,20
7728,Sonic The Fighters,Xbox One,1,NULL,NULL,NULL,44.5254,20
7728,Sonic The Fighters,Arcade,1,NULL,NULL,NULL,44.5254,20
1338,Prison Architect,Linux,79,8,81.0769,15,76.4823,137
1338,Prison Architect,PC (Microsoft Windows),79,8,81.0769,15,76.4823,137
1338,Prison Architect,Mac,79,8,81.0769,15,76.4823,137
1338,Prison Architect,Android,79,8,81.0769,15,76.4823,137
1338,Prison Architect,iOS,79,8,81.0769,15,76.4823,137
1338,Prison Architect,PlayStation 4,79,8,81.0769,15,76.4823,137
1338,Prison Architect,Xbox One,79,8,81.0769,15,76.4823,137
1338,Prison Architect,Nintendo Switch,79,8,81.0769,15,76.4823,137
9902,Age of Mythology: Extended Edition,PC (Microsoft Windows),14,NULL,68.5000,2,83.5618,36
356,Quake 4,Linux,42,NULL,74.5000,7,73.6948,149
356,Quake 4,PC (Microsoft Windows),42,NULL,74.5000,7,73.6948,149
356,Quake 4,Mac,42,NULL,74.5000,7,73.6948,149
578,"Warhammer 40,000: Space Marine",PC (Microsoft Windows),35,NULL,78.0000,9,76.0984,96
578,"Warhammer 40,000: Space Marine",PlayStation 3,35,NULL,78.0000,9,76.0984,96
546,Prey,Linux,39,NULL,76.7500,6,75.0269,138
546,Prey,PC (Microsoft Windows),39,NULL,76.7500,6,75.0269,138
546,Prey,Mac,39,NULL,76.7500,6,75.0269,138
3696,The Settlers III,PC (Microsoft Windows),26,NULL,NULL,NULL,82.7204,41
11564,Gal*Gun: Double Peace,PC (Microsoft Windows),7,NULL,68.3333,10,79.8447,9
11564,Gal*Gun: Double Peace,PlayStation 4,7,NULL,68.3333,10,79.8447,9
9984,Cogs,Linux,4,NULL,60.0000,1,79.8519,10
9984,Cogs,PC (Microsoft Windows),4,NULL,60.0000,1,79.8519,10
9984,Cogs,PlayStation 3,4,NULL,60.0000,1,79.8519,10
9984,Cogs,Mac,4,NULL,60.0000,1,79.8519,10
9984,Cogs,Android,4,NULL,60.0000,1,79.8519,10
9984,Cogs,iOS,4,NULL,60.0000,1,79.8519,10
3145,Plants vs. Zombies 2: It's About Time,Android,23,NULL,80.0000,1,71.7486,63
3145,Plants vs. Zombies 2: It's About Time,iOS,23,NULL,80.0000,1,71.7486,63
7241,Warhammer: Mark of Chaos,PC (Microsoft Windows),1,NULL,60.0000,4,60.2746,13
1795,Ratchet & Clank Future: A Crack in Time,PlayStation 3,43,NULL,82.8571,9,80.7040,100
6247,Trine,Linux,87,NULL,85.4286,9,76.9021,216
6247,Trine,PC (Microsoft Windows),87,NULL,85.4286,9,76.9021,216
6247,Trine,PlayStation 3,87,NULL,85.4286,9,76.9021,216
6247,Trine,Mac,87,NULL,85.4286,9,76.9021,216
337,American McGee's Alice,PC (Microsoft Windows),23,NULL,NULL,NULL,73.8667,77
337,American McGee's Alice,PlayStation 3,23,NULL,NULL,NULL,73.8667,77
337,American McGee's Alice,Mac,23,NULL,NULL,NULL,73.8667,77
3962,Kao the Kangaroo Round 2,PC (Microsoft Windows),5,NULL,NULL,NULL,79.6472,15
11336,Warhammer: Dark Omen,PC (Microsoft Windows),4,NULL,NULL,NULL,79.5784,10
9146,Guilty Gear XX Accent Core Plus R,PC (Microsoft Windows),3,NULL,0.0000,2,90.1992,22
9146,Guilty Gear XX Accent Core Plus R,Arcade,3,NULL,0.0000,2,90.1992,22
9146,Guilty Gear XX Accent Core Plus R,Nintendo Switch,3,NULL,0.0000,2,90.1992,22
340,Command & Conquer: Tiberian Sun,PC (Microsoft Windows),46,NULL,NULL,NULL,82.0902,109
5045,King's Bounty: Crossworlds,Linux,3,NULL,74.0000,2,57.5393,15
5045,King's Bounty: Crossworlds,PC (Microsoft Windows),3,NULL,74.0000,2,57.5393,15
215,Warhammer Online: Age of Reckoning,PC (Microsoft Windows),3,NULL,89.5000,4,62.5857,15
215,Warhammer Online: Age of Reckoning,Mac,3,NULL,89.5000,4,62.5857,15
10272,Faces of War,PC (Microsoft Windows),5,NULL,63.3333,3,83.2152,10
959,Command & Conquer: Red Alert 3,PC (Microsoft Windows),41,NULL,75.0000,8,75.1480,155
959,Command & Conquer: Red Alert 3,PlayStation 3,41,NULL,75.0000,8,75.1480,155
959,Command & Conquer: Red Alert 3,Mac,41,NULL,75.0000,8,75.1480,155
2370,Puzzle Quest: Challenge of the Warlords,PC (Microsoft Windows),8,NULL,84.3333,6,70.1434,25
2370,Puzzle Quest: Challenge of the Warlords,PlayStation 3,8,NULL,84.3333,6,70.1434,25
2370,Puzzle Quest: Challenge of the Warlords,iOS,8,NULL,84.3333,6,70.1434,25
2370,Puzzle Quest: Challenge of the Warlords,PlayStation 4,8,NULL,84.3333,6,70.1434,25
19351,Disciples II: Gallean's Return,PC (Microsoft Windows),4,NULL,NULL,NULL,85.5443,15
4,Thief,PC (Microsoft Windows),93,13,63.6429,17,69.7834,234
4,Thief,PlayStation 3,93,13,63.6429,17,69.7834,234
4,Thief,PlayStation 4,93,13,63.6429,17,69.7834,234
4,Thief,Xbox One,93,13,63.6429,17,69.7834,234
576,DC Universe Online,PC (Microsoft Windows),16,NULL,73.7143,12,64.8986,38
576,DC Universe Online,PlayStation 3,16,NULL,73.7143,12,64.8986,38
576,DC Universe Online,PlayStation 4,16,NULL,73.7143,12,64.8986,38
576,DC Universe Online,Xbox One,16,NULL,73.7143,12,64.8986,38
576,DC Universe Online,Nintendo Switch,16,NULL,73.7143,12,64.8986,38
1218,Shenmue II,PC (Microsoft Windows),29,NULL,70.0000,2,80.3322,60
1218,Shenmue II,PlayStation 4,29,NULL,70.0000,2,80.3322,60
1218,Shenmue II,Xbox One,29,NULL,70.0000,2,80.3322,60
103286,Tales of Vesperia: Definitive Edition,PC (Microsoft Windows),14,4,82.1429,8,72.4737,26
103286,Tales of Vesperia: Definitive Edition,PlayStation 4,14,4,82.1429,8,72.4737,26
103286,Tales of Vesperia: Definitive Edition,Xbox One,14,4,82.1429,8,72.4737,26
103286,Tales of Vesperia: Definitive Edition,Nintendo Switch,14,4,82.1429,8,72.4737,26
1982,Omikron: The Nomad Soul,PC (Microsoft Windows),12,NULL,70.0000,1,81.1017,20
1215,Dark Cloud 2,PlayStation 4,18,NULL,90.0000,2,85.0990,33
716,Football Manager 2010,PC (Microsoft Windows),6,NULL,85.0000,3,82.6576,22
716,Football Manager 2010,Mac,6,NULL,85.0000,3,82.6576,22
90101,Super Smash Bros. Ultimate,Nintendo Switch,108,27,86.6000,18,87.0411,588
7433,FIFA World,PC (Microsoft Windows),5,NULL,NULL,NULL,56.9950,12
6404,Contagion,PC (Microsoft Windows),7,NULL,NULL,NULL,57.2302,16
8339,Minecraft: Story Mode,PC (Microsoft Windows),24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,PlayStation 3,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,Mac,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,Android,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,iOS,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,PlayStation 4,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,Xbox One,24,6,65.4906,8,70.2195,56
8339,Minecraft: Story Mode,Nintendo Switch,24,6,65.4906,8,70.2195,56
74904,AMID EVIL,PC (Microsoft Windows),8,NULL,88.6667,4,87.1578,20
1357,U.N. Squadron,Arcade,5,NULL,NULL,NULL,88.4877,18
5506,Democracy 3,Linux,10,NULL,66.5000,2,79.3580,41
5506,Democracy 3,PC (Microsoft Windows),10,NULL,66.5000,2,79.3580,41
5506,Democracy 3,Mac,10,NULL,66.5000,2,79.3580,41
5506,Democracy 3,iOS,10,NULL,66.5000,2,79.3580,41
3777,FlatOut: Ultimate Carnage,PC (Microsoft Windows),11,NULL,80.0000,4,78.8976,41
5884,The King of Fighters 2002,Arcade,11,NULL,NULL,NULL,69.8988,34
7806,Bubsy 3D,PC (Microsoft Windows),1,NULL,NULL,NULL,33.6371,13
986,Halo 2,PC (Microsoft Windows),148,NULL,80.6667,7,84.6101,460
986,Halo 2,Xbox One,148,NULL,80.6667,7,84.6101,460
698,FIFA 2001,PC (Microsoft Windows),8,NULL,NULL,NULL,76.2819,49
11736,Mountain,Linux,6,NULL,NULL,NULL,45.8888,17
11736,Mountain,PC (Microsoft Windows),6,NULL,NULL,NULL,45.8888,17
11736,Mountain,Mac,6,NULL,NULL,NULL,45.8888,17
11736,Mountain,iOS,6,NULL,NULL,NULL,45.8888,17
126294,FIFA 2000,PC (Microsoft Windows),1,NULL,NULL,NULL,67.5171,24
2946,FIFA 12,PC (Microsoft Windows),34,1,83.8182,13,73.5998,101
2946,FIFA 12,PlayStation 3,34,1,83.8182,13,73.5998,101
2946,FIFA 12,Mac,34,1,83.8182,13,73.5998,101
2946,FIFA 12,Android,34,1,83.8182,13,73.5998,101
2946,FIFA 12,iOS,34,1,83.8182,13,73.5998,101
25580,Forager,Linux,8,5,70.5000,4,73.4197,31
25580,Forager,PC (Microsoft Windows),8,5,70.5000,4,73.4197,31
25580,Forager,Android,8,5,70.5000,4,73.4197,31
25580,Forager,iOS,8,5,70.5000,4,73.4197,31
25580,Forager,PlayStation 4,8,5,70.5000,4,73.4197,31
25580,Forager,Xbox One,8,5,70.5000,4,73.4197,31
25580,Forager,Nintendo Switch,8,5,70.5000,4,73.4197,31
15915,Biker Mice From Mars,Android,4,NULL,40.0000,2,69.4272,10
15915,Biker Mice From Mars,iOS,4,NULL,40.0000,2,69.4272,10
1321,Turok: Dinosaur Hunter,PC (Microsoft Windows),14,1,78.5000,6,69.1133,56
367,Heroes of Might and Magic IV,PC (Microsoft Windows),36,NULL,74.0000,2,74.8969,141
367,Heroes of Might and Magic IV,Mac,36,NULL,74.0000,2,74.8969,141
5060,Deponia,Linux,36,NULL,77.5000,2,76.7269,128
5060,Deponia,PC (Microsoft Windows),36,NULL,77.5000,2,76.7269,128
5060,Deponia,Mac,36,NULL,77.5000,2,76.7269,128
5060,Deponia,iOS,36,NULL,77.5000,2,76.7269,128
5060,Deponia,PlayStation 4,36,NULL,77.5000,2,76.7269,128
5060,Deponia,Xbox One,36,NULL,77.5000,2,76.7269,128
5060,Deponia,Nintendo Switch,36,NULL,77.5000,2,76.7269,128
15020,Arc the Lad,PlayStation 3,1,NULL,NULL,NULL,89.6425,10
28952,Timespinner,Linux,7,1,80.0000,3,75.8274,30
28952,Timespinner,PC (Microsoft Windows),7,1,80.0000,3,75.8274,30
28952,Timespinner,Mac,7,1,80.0000,3,75.8274,30
28952,Timespinner,PlayStation 4,7,1,80.0000,3,75.8274,30
28952,Timespinner,Xbox One,7,1,80.0000,3,75.8274,30
28952,Timespinner,Nintendo Switch,7,1,80.0000,3,75.8274,30
5474,2006 FIFA World Cup,PC (Microsoft Windows),8,NULL,85.0000,3,69.1028,23
16998,Song of the Deep,PC (Microsoft Windows),15,2,68.9412,20,75.6065,18
16998,Song of the Deep,PlayStation 4,15,2,68.9412,20,75.6065,18
16998,Song of the Deep,Xbox One,15,2,68.9412,20,75.6065,18
23314,Asphalt 9: Legends,PC (Microsoft Windows),12,2,NULL,NULL,70.1940,16
23314,Asphalt 9: Legends,Android,12,2,NULL,NULL,70.1940,16
23314,Asphalt 9: Legends,iOS,12,2,NULL,NULL,70.1940,16
23314,Asphalt 9: Legends,Xbox One,12,2,NULL,NULL,70.1940,16
23314,Asphalt 9: Legends,Nintendo Switch,12,2,NULL,NULL,70.1940,16
76960,MediEvil,PlayStation 4,34,18,64.0000,13,84.9254,34
6082,PaRappa the Rapper 2,PlayStation 4,2,NULL,66.0000,2,76.1253,10
1752,Mega Man Legends,PC (Microsoft Windows),5,NULL,NULL,NULL,75.9441,34
154986,FIFA 22,PC (Microsoft Windows),3,3,79.2857,9,54.6132,10
154986,FIFA 22,PlayStation 4,3,3,79.2857,9,54.6132,10
154986,FIFA 22,Xbox One,3,3,79.2857,9,54.6132,10
26801,Guilty Gear Xrd: Rev 2,PC (Microsoft Windows),5,1,91.6667,3,78.9009,18
26801,Guilty Gear Xrd: Rev 2,PlayStation 3,5,1,91.6667,3,78.9009,18
26801,Guilty Gear Xrd: Rev 2,PlayStation 4,5,1,91.6667,3,78.9009,18
26801,Guilty Gear Xrd: Rev 2,Arcade,5,1,91.6667,3,78.9009,18
272,Unreal Tournament,Linux,78,NULL,100.0000,1,86.8080,193
272,Unreal Tournament,PC (Microsoft Windows),78,NULL,100.0000,1,86.8080,193
272,Unreal Tournament,Mac,78,NULL,100.0000,1,86.8080,193
54996,Jurassic World Evolution,PC (Microsoft Windows),83,15,74.1538,15,67.0322,57
54996,Jurassic World Evolution,PlayStation 4,83,15,74.1538,15,67.0322,57
54996,Jurassic World Evolution,Xbox One,83,15,74.1538,15,67.0322,57
20454,Pinstripe,Linux,12,1,81.6667,3,72.9532,24
20454,Pinstripe,PC (Microsoft Windows),12,1,81.6667,3,72.9532,24
20454,Pinstripe,Mac,12,1,81.6667,3,72.9532,24
20454,Pinstripe,iOS,12,1,81.6667,3,72.9532,24
20454,Pinstripe,PlayStation 4,12,1,81.6667,3,72.9532,24
20454,Pinstripe,Xbox One,12,1,81.6667,3,72.9532,24
20454,Pinstripe,Nintendo Switch,12,1,81.6667,3,72.9532,24
4644,Pro Evolution Soccer 4,PC (Microsoft Windows),13,NULL,90.0000,1,76.5445,51
2065,Plague Inc.,Android,13,NULL,80.0000,1,73.2831,72
2065,Plague Inc.,iOS,13,NULL,80.0000,1,73.2831,72
18814,The King of Fighters XIV,PC (Microsoft Windows),11,3,79.7647,19,81.3336,22
18814,The King of Fighters XIV,PlayStation 4,11,3,79.7647,19,81.3336,22
13230,Actual Sunlight,PC (Microsoft Windows),7,NULL,NULL,NULL,57.3295,10
13230,Actual Sunlight,Nintendo Switch,7,NULL,NULL,NULL,57.3295,10
35389,Transmissions: Element 120,Linux,2,NULL,NULL,NULL,62.8772,10
35389,Transmissions: Element 120,PC (Microsoft Windows),2,NULL,NULL,NULL,62.8772,10
7601,Plague Inc: Evolved,Linux,38,2,80.0000,3,80.1351,84
7601,Plague Inc: Evolved,PC (Microsoft Windows),38,2,80.0000,3,80.1351,84
7601,Plague Inc: Evolved,Mac,38,2,80.0000,3,80.1351,84
7601,Plague Inc: Evolved,PlayStation 4,38,2,80.0000,3,80.1351,84
7601,Plague Inc: Evolved,Xbox One,38,2,80.0000,3,80.1351,84
7601,Plague Inc: Evolved,Nintendo Switch,38,2,80.0000,3,80.1351,84
10199,The Path,PC (Microsoft Windows),8,NULL,80.0000,2,66.7852,18
10199,The Path,Mac,8,NULL,80.0000,2,66.7852,18
50833,Yu-Gi-Oh! Power of Chaos: Joey the Passion,PC (Microsoft Windows),7,NULL,NULL,NULL,79.7437,21
65503,Sky: Children of the Light,Android,30,10,78.3333,3,71.0755,16
65503,Sky: Children of the Light,iOS,30,10,78.3333,3,71.0755,16
65503,Sky: Children of the Light,Nintendo Switch,30,10,78.3333,3,71.0755,16
9278,Endless Legend,PC (Microsoft Windows),18,NULL,81.0000,3,65.7222,51
9278,Endless Legend,Mac,18,NULL,81.0000,3,65.7222,51
19961,Q.U.B.E: Director's Cut,Linux,6,NULL,80.0000,5,70.0794,12
19961,Q.U.B.E: Director's Cut,PC (Microsoft Windows),6,NULL,80.0000,5,70.0794,12
19961,Q.U.B.E: Director's Cut,PlayStation 3,6,NULL,80.0000,5,70.0794,12
19961,Q.U.B.E: Director's Cut,Mac,6,NULL,80.0000,5,70.0794,12
19961,Q.U.B.E: Director's Cut,PlayStation 4,6,NULL,80.0000,5,70.0794,12
19961,Q.U.B.E: Director's Cut,Xbox One,6,NULL,80.0000,5,70.0794,12
4647,Pro Evolution Soccer 2008,PC (Microsoft Windows),12,NULL,77.5000,4,75.8081,59
4647,Pro Evolution Soccer 2008,PlayStation 3,12,NULL,77.5000,4,75.8081,59
23236,"Cook, Serve, Delicious! 2!!",Linux,12,2,82.5000,2,79.7959,15
23236,"Cook, Serve, Delicious! 2!!",PC (Microsoft Windows),12,2,82.5000,2,79.7959,15
23236,"Cook, Serve, Delicious! 2!!",Mac,12,2,82.5000,2,79.7959,15
23236,"Cook, Serve, Delicious! 2!!",PlayStation 4,12,2,82.5000,2,79.7959,15
23236,"Cook, Serve, Delicious! 2!!",Xbox One,12,2,82.5000,2,79.7959,15
23236,"Cook, Serve, Delicious! 2!!",Nintendo Switch,12,2,82.5000,2,79.7959,15
4648,Pro Evolution Soccer 2009,PC (Microsoft Windows),12,NULL,90.0000,5,72.7525,56
4648,Pro Evolution Soccer 2009,PlayStation 3,12,NULL,90.0000,5,72.7525,56
1911,Path of Exile,PC (Microsoft Windows),105,3,78.0000,6,81.5692,269
1911,Path of Exile,PlayStation 4,105,3,78.0000,6,81.5692,269
1911,Path of Exile,Xbox One,105,3,78.0000,6,81.5692,269
5769,Championship Manager: Season 01/02,PC (Microsoft Windows),7,NULL,90.0000,1,84.0666,21
5769,Championship Manager: Season 01/02,Mac,7,NULL,90.0000,1,84.0666,21
18870,Championship Manager 4,PC (Microsoft Windows),5,NULL,100.0000,1,89.9260,16
18870,Championship Manager 4,Mac,5,NULL,100.0000,1,89.9260,16
13361,Brigador,Linux,8,2,73.6000,5,84.8780,11
13361,Brigador,PC (Microsoft Windows),8,2,73.6000,5,84.8780,11
13361,Brigador,Mac,8,2,73.6000,5,84.8780,11
19249,Empyrion - Galactic Survival,PC (Microsoft Windows),8,1,NULL,NULL,67.7482,12
12834,Joe & Mac: Caveman Ninja,Arcade,3,NULL,NULL,NULL,65.6215,22
211,Armed and Dangerous,PC (Microsoft Windows),9,NULL,82.5000,2,78.0028,14
102163,Dawn of Man,PC (Microsoft Windows),9,2,70.0000,1,69.9932,21
102163,Dawn of Man,Mac,9,2,70.0000,1,69.9932,21
102163,Dawn of Man,PlayStation 4,9,2,70.0000,1,69.9932,21
102163,Dawn of Man,Xbox One,9,2,70.0000,1,69.9932,21
12308,Gyruss,Arcade,2,NULL,70.0000,2,69.0239,11
18829,Planet Coaster,PC (Microsoft Windows),50,7,82.8333,15,88.7048,64
18829,Planet Coaster,Mac,50,7,82.8333,15,88.7048,64
11778,Muv-Luv,PC (Microsoft Windows),5,NULL,78.5000,3,67.3855,11
11778,Muv-Luv,PlayStation 3,5,NULL,78.5000,3,67.3855,11
870,Silent Hunter III,PC (Microsoft Windows),3,NULL,NULL,NULL,70.3278,10
5445,Q.U.B.E.,PC (Microsoft Windows),13,NULL,67.5000,2,69.8577,33
5445,Q.U.B.E.,Mac,13,NULL,67.5000,2,69.8577,33
5445,Q.U.B.E.,PlayStation 4,13,NULL,67.5000,2,69.8577,33
3102,Kerbal Space Program,Linux,123,13,86.5714,9,88.7878,126
3102,Kerbal Space Program,PC (Microsoft Windows),123,13,86.5714,9,88.7878,126
3102,Kerbal Space Program,Mac,123,13,86.5714,9,88.7878,126
3102,Kerbal Space Program,PlayStation 4,123,13,86.5714,9,88.7878,126
3102,Kerbal Space Program,Xbox One,123,13,86.5714,9,88.7878,126
7571,Car Mechanic Simulator 2014,PC (Microsoft Windows),3,NULL,NULL,NULL,61.4536,14
7571,Car Mechanic Simulator 2014,Mac,3,NULL,NULL,NULL,61.4536,14
3977,Lemony Snicket's A Series of Unfortunate Events,PC (Microsoft Windows),4,NULL,58.8000,6,69.2543,12
8972,Football Manager 2009,PC (Microsoft Windows),6,NULL,80.0000,3,79.1693,17
8972,Football Manager 2009,Mac,6,NULL,80.0000,3,79.1693,17
944,Football Manager 2005,PC (Microsoft Windows),3,NULL,90.0000,1,72.2522,14
944,Football Manager 2005,Mac,3,NULL,90.0000,1,72.2522,14
8971,Football Manager 2006,PC (Microsoft Windows),3,NULL,85.0000,2,74.6424,15
8971,Football Manager 2006,Mac,3,NULL,85.0000,2,74.6424,15
8976,Football Manager 2015,Linux,18,NULL,73.8000,5,81.8214,37
8976,Football Manager 2015,PC (Microsoft Windows),18,NULL,73.8000,5,81.8214,37
8976,Football Manager 2015,Mac,18,NULL,73.8000,5,81.8214,37
55189,Warhammer: Vermintide 2,PC (Microsoft Windows),41,2,81.1111,12,75.6757,68
55189,Warhammer: Vermintide 2,PlayStation 4,41,2,81.1111,12,75.6757,68
55189,Warhammer: Vermintide 2,Xbox One,41,2,81.1111,12,75.6757,68
7083,Ultima IX: Ascension,PC (Microsoft Windows),1,NULL,50.0000,1,74.8483,10
7587,Crimsonland,Linux,15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,PC (Microsoft Windows),15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,PlayStation 3,15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,Mac,15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,PlayStation 4,15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,Xbox One,15,NULL,60.7500,9,73.4015,30
7587,Crimsonland,Nintendo Switch,15,NULL,60.7500,9,73.4015,30
